tract,region,n_lsRestaurants,n_subway,n_mcdonalds,state_fips,county_fips,unique_tract,total_population_estimate,median_age_total,median_age_male,median_age_female,unknown_race,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,two_races_including_some_other_race,two_races_excluding_some_other_race_and_three_or_more_races,commute_unkown,commute_less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,annual_income_unknown,annual_income_less_than_$10_000,annual_income_$10_000_to_$14_999,annual_income_$15_000_to_$19_999,annual_income_$20_000_to_$24_999,annual_income_$25_000_to_$29_999,annual_income_$30_000_to_$34_999,annual_income_$35_000_to_$39_999,annual_income_$40_000_to_$44_999,annual_income_$45_000_to_$49_999,annual_income_$50_000_to_$59_999,annual_income_$60_000_to_$74_999,annual_income_$75_000_to_$99_999,annual_income_$100_000_to_$124_999,annual_income_$125_000_to_$149_999,annual_income_$150_000_to_$199_999,annual_income_$200_000_or_more,tract,region,count_new_bus_past_year,total_businesses,average_visitors,new_business_proportion,n_lsRestaurants,n_subway,n_mcdonalds,tract,count_bigger_places_by_tract,region,n_lsRestaurants,n_subway,n_mcdonalds,count_bigger_places_by_tract_2
08059011904,CO,2,0,0,08,059,08059011904,2716,46.2,45.65,47.7,2716,2456,33,0,105,0,103,19,19,0,1486,29,72,206,257,169,113,281,29,68,84,109,69,602,11,16,31,23,5,24,0,3,35,53,79,82,68,63,48,61,08059011904,CO,20,15368,19.38651743883394,0.0013014055179593961,2,0,0,08059011904,0,CO,2,0,0,0
08059012022,CO,4,1,0,08,059,08059012022,5809,44.55,43.7,45.825,5809,5536,13,32,32,0,0,196,14,182,2874,74,196,173,408,368,198,494,176,89,384,211,103,1801,83,0,13,21,29,0,0,22,26,60,163,192,272,354,303,263,08059012022,CO,7,6396,65.2801751094434,0.0010944340212632896,4,1,0,08059012022,2,CO,4,1,0,2
08059012024,CO,7,0,1,08,059,08059012024,5387,44.2,43.466667,43.933334,5387,4978,36,21,205,0,0,147,0,147,2385,55,154,237,199,324,156,391,143,250,285,152,39,1620,55,21,0,7,0,0,8,8,27,43,107,227,254,194,360,309,08059012024,CO,19,25661,23.912669030824986,0.0007404232103191613,7,0,1,08059012024,1,CO,7,0,1,1
08059012026,CO,3,0,0,08,059,08059012026,3347,48.933334,49.933334,48.8,3347,3177,19,0,1,0,20,130,0,130,1463,50,134,55,152,87,83,209,59,195,251,188,0,929,9,0,0,0,10,32,11,10,20,32,67,119,161,130,164,164,08059012026,CO,2,6863,10.427801253096314,0.0002914177473408131,3,0,0,08059012026,0,CO,3,0,0,0
08059012027,CO,1,0,0,08,059,08059012027,3122,51.033333,50,52.333332,3122,2914,55,1,65,0,0,87,0,87,1381,40,22,64,94,148,114,214,86,130,189,201,79,883,10,0,0,0,0,10,0,37,41,19,30,104,207,105,144,176,08059012027,CO,4,5484,15.581327498176513,0.0007293946024799417,1,0,0,08059012027,0,CO,1,0,0,0
08059012032,CO,5,0,0,08,059,08059012032,2734,50.9,52.1,49.8,2734,2547,0,0,46,0,35,106,0,106,1294,56,142,63,87,51,76,201,67,92,251,128,80,887,17,0,18,13,9,5,11,4,7,61,40,144,112,115,147,184,08059012032,CO,6,6983,44.43620220535586,0.0008592295574967779,5,0,0,08059012032,2,CO,5,0,0,2
08059012033,CO,2,0,0,08,059,08059012033,2815,49.7,48.266666,51.5,2815,2683,36,0,31,0,11,54,9,45,1391,9,39,40,116,154,49,329,105,93,243,155,59,931,9,14,0,0,28,9,0,9,8,30,60,117,205,104,162,176,08059012033,CO,1,8334,22.597312215022797,0.00011999040076793856,2,0,0,08059012033,0,CO,2,0,0,0
08059012037,CO,1,1,0,08,059,08059012037,3523,47,48.066666,46.233334,3523,3413,14,39,18,19,0,20,0,20,1575,51,75,81,176,33,49,137,200,131,370,246,26,1089,19,0,11,0,12,0,31,0,0,68,31,167,270,120,110,250,08059012037,CO,1,6514,22.131102241326374,0.00015351550506601167,1,1,0,08059012037,1,CO,1,1,0,1
08059012041,CO,3,0,0,08,059,08059012041,5885,45.675,45.875,46.925,5885,5225,142,0,242,0,140,136,34,102,3029,44,277,285,461,532,291,240,159,311,151,135,143,1710,0,0,11,0,33,37,46,15,18,47,156,427,316,123,322,159,08059012041,CO,1,5647,39.64972551797415,0.00017708517797060386,3,0,0,08059012041,1,CO,3,0,0,1
08059012042,CO,3,0,1,08,059,08059012042,3859,40.3,39.8,41.35,3859,3568,10,48,87,0,0,146,0,146,1828,9,269,113,162,384,121,266,53,71,283,89,8,1096,18,0,0,32,21,29,28,18,12,66,92,118,274,95,145,148,08059012042,CO,4,5347,25.0830372171311,0.0007480830372171312,3,0,1,08059012042,0,CO,3,0,1,0
08059012043,CO,1,0,0,08,059,08059012043,5766,42.6,42.233334,42.4,5766,5177,23,0,114,0,42,410,0,410,2885,25,107,375,298,492,332,474,182,90,375,85,50,1610,8,13,0,9,21,31,7,11,19,68,75,280,327,231,290,220,08059012043,CO,5,7505,23.653697534976683,0.0006662225183211193,1,0,0,08059012043,0,CO,1,0,0,0
08059012047,CO,1,0,0,08,059,08059012047,4435,37.833332,35.8,39.833332,4435,4235,24,16,26,0,21,113,0,113,2522,99,235,239,318,351,202,451,75,53,358,130,11,1156,9,11,9,34,20,0,11,72,108,30,135,132,267,131,96,91,08059012047,CO,2,4259,21.042498239023246,0.00046959380136182204,1,0,0,08059012047,1,CO,1,0,0,1
08059012048,CO,3,0,0,08,059,08059012048,2449,48.9,45.633335,53.133335,2449,2373,0,0,54,0,11,11,11,0,913,0,57,65,170,86,46,145,99,86,114,33,12,627,0,18,0,8,0,0,31,49,9,0,67,110,64,70,104,97,08059012048,CO,6,6091,66.17008701362666,0.0009850599244787392,3,0,0,08059012048,1,CO,3,0,0,1
08059012049,CO,1,0,0,08,059,08059012049,3921,42.033333,45.333332,41.5,3921,3747,0,43,69,0,18,44,13,31,1844,12,63,231,203,199,87,352,145,220,212,92,28,1216,9,0,0,0,0,10,29,16,10,95,86,216,122,164,208,251,08059012049,CO,1,2706,13.53510716925351,0.0003695491500369549,1,0,0,08059012049,0,CO,1,0,0,0
08059012050,CO,7,0,0,08,059,08059012050,4140,44.9,45.8,43.933334,4140,3412,33,22,456,0,76,141,54,87,2119,14,92,216,300,380,158,398,112,75,254,89,31,1100,11,15,30,9,11,31,2,14,36,42,52,156,189,142,134,226,08059012050,CO,9,11949,88.81697213155913,0.0007532011046949536,7,0,0,08059012050,3,CO,7,0,0,3
08059012051,CO,4,1,0,08,059,08059012051,3658,50.066666,45,53.833332,3658,3420,43,15,71,0,11,98,7,91,1512,73,71,103,236,123,111,326,91,84,182,73,39,1072,0,8,19,39,0,7,20,16,16,27,84,199,174,114,234,115,08059012051,CO,4,9871,23.55475635700537,0.00040522743389727485,4,1,0,08059012051,0,CO,4,1,0,0
08059012053,CO,1,0,0,08,059,08059012053,4010,44.666668,38.766666,47.966667,4010,3735,21,18,68,0,35,133,44,89,1976,17,97,392,256,307,78,258,80,111,220,107,53,1164,8,21,33,19,9,0,25,35,9,53,126,205,162,183,172,104,08059012053,CO,2,5176,19.401661514683152,0.0003863987635239567,1,0,0,08059012053,0,CO,1,0,0,0
08059012054,CO,8,1,0,08,059,08059012054,3946,45.2,45.266666,45.133335,3946,3612,26,0,170,0,48,90,0,90,1911,46,146,159,179,306,175,322,91,140,231,96,20,1114,0,0,12,0,2,22,8,10,12,10,69,107,162,138,186,376,08059012054,CO,11,16131,71.68693819354039,0.0006819168061496497,8,1,0,08059012054,2,CO,8,1,0,2
08059012055,CO,3,1,1,08,059,08059012055,4037,42,38.566666,45.033333,4037,3802,8,9,128,0,28,62,0,62,2081,49,155,287,169,247,245,368,74,58,353,57,19,1193,0,8,33,42,0,28,50,18,60,61,29,269,143,126,179,147,08059012055,CO,5,5748,66.25487125956855,0.0008698677800974252,3,1,1,08059012055,2,CO,3,1,1,2
08059012057,CO,6,0,0,08,059,08059012057,5992,41.6,40.425,44,5992,5263,2,13,108,32,362,212,16,196,3216,122,275,289,464,572,363,296,151,166,429,89,0,1531,18,0,0,21,44,18,15,23,47,87,144,266,149,298,252,149,08059012057,CO,6,7343,68.67942257932725,0.0008171047255889964,6,0,0,08059012057,1,CO,6,0,0,1
08059012059,CO,1,0,0,08,059,08059012059,3247,45.766666,46.7,45.666668,3247,3011,21,0,23,0,33,159,8,151,1502,25,78,183,148,222,139,249,45,54,237,105,17,1025,0,11,6,0,40,9,49,49,49,75,75,211,136,87,80,148,08059012059,CO,3,3405,16.612922173274598,0.000881057268722467,1,0,0,08059012059,0,CO,1,0,0,0
08059015800,CO,4,0,0,08,059,08059015800,4442,38.266666,35.1,44.133335,4442,3734,36,77,326,0,108,161,48,113,2461,94,255,279,536,303,194,211,30,87,290,182,0,882,15,0,7,0,50,11,59,39,7,73,112,148,130,91,86,54,08059015800,CO,2,8489,33.20956531982566,0.00023559901048415596,4,0,0,08059015800,1,CO,4,0,0,1
08059060400,CO,5,0,0,08,059,08059060400,3613,39.233334,35.4,41.5,3613,3250,0,13,139,0,20,191,0,191,2080,19,192,303,131,220,90,421,89,270,209,110,26,1036,26,0,0,0,0,8,10,10,25,70,59,201,198,141,161,127,08059060400,CO,6,11015,77.49732183386291,0.0005447117566954153,5,0,0,08059060400,0,CO,5,0,0,0
08059060500,CO,6,0,0,08,059,08059060500,7753,41.433334,41.133335,39.433334,7753,6952,26,17,329,16,157,256,10,246,3945,9,308,442,536,654,235,503,196,228,477,308,49,2139,9,13,9,11,8,37,11,18,27,16,110,101,300,266,521,682,08059060500,CO,11,16986,31.717414341222185,0.000647592134699164,6,0,0,08059060500,1,CO,6,0,0,1
08059980000,CO,1,0,0,08,059,08059980000,0,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08059980000,CO,4,2643,58.617858494135454,0.001513431706394249,1,0,0,08059980000,0,CO,1,0,0,0
08063962100,CO,6,0,1,08,063,08063962100,4826,37.95,37.375,38.9,4826,4424,179,7,3,17,154,42,11,31,2085,314,953,394,145,90,31,97,0,6,28,17,10,1285,6,21,8,56,62,101,96,52,95,176,184,204,94,49,31,50,08063962100,CO,8,18841,23.786847831856058,0.0004246059126373335,6,0,1,08063962100,1,CO,6,0,1,1
08063962300,CO,1,1,0,08,063,08063962300,1081,50.1,51.5,47.65,1081,1074,0,2,0,2,0,3,0,3,435,128,85,46,50,26,9,14,19,4,17,32,5,296,8,5,4,10,0,11,35,6,7,30,37,55,22,19,31,16,08063962300,CO,1,5059,13.588653884166831,0.000197667523225934,1,1,0,08063962300,0,CO,1,1,0,0
08065961700,CO,3,1,0,08,065,08065961700,5649,38.966667,41.616665,39.45,5649,4771,7,102,61,3,585,120,0,120,2875,186,548,357,272,4,0,385,45,331,323,353,71,1347,74,19,150,19,30,48,39,76,34,31,205,311,87,102,76,46,08065961700,CO,5,17610,14.096763202725723,0.00028392958546280523,3,1,0,08065961700,0,CO,3,1,0,0
08067940300,CO,1,1,0,08,067,08067940300,6378,42.366665,39.866665,44.066666,6378,4583,73,1364,33,0,157,168,37,131,2654,127,370,378,369,330,148,579,33,57,143,88,32,1515,86,45,20,37,47,77,87,68,63,113,188,216,184,123,102,59,08067940300,CO,1,5926,15.29260884238947,0.00016874789065136686,1,1,0,08067940300,0,CO,1,1,0,0
08067970600,CO,1,1,0,08,067,08067970600,9621,42.75,40.483334,45.45,9621,9080,4,318,4,0,100,115,31,84,4479,37,341,453,377,899,294,1276,118,216,270,78,120,2509,27,0,29,61,56,11,85,111,40,252,330,422,337,162,377,209,08067970600,CO,5,14325,11.518813263525306,0.00034904013961605586,1,1,0,08067970600,0,CO,1,1,0,0
08067970704,CO,2,0,0,08,067,08067970704,3955,52.95,54.15,53.35,3955,3622,0,166,68,0,0,99,0,99,1627,41,113,55,407,257,169,159,46,70,158,111,41,1158,33,7,38,39,10,47,49,40,18,83,44,102,156,134,135,223,08067970704,CO,3,7935,21.286074354127283,0.0003780718336483932,2,0,0,08067970704,0,CO,2,0,0,0
08067970800,CO,2,1,0,08,067,08067970800,7187,35.125,34.2,36.85,7187,6111,66,826,58,4,0,122,0,122,3397,153,465,1345,598,367,117,93,32,89,67,19,52,1254,0,14,30,78,0,10,18,30,0,39,60,213,152,219,119,272,08067970800,CO,5,10972,19.96655122129056,0.00045570543200874956,2,1,0,08067970800,0,CO,2,1,0,0
08067970900,CO,1,0,0,08,067,08067970900,4055,42,43.833332,41.6,4055,3855,0,100,12,0,57,31,8,23,2087,144,239,657,408,279,61,182,0,16,34,60,7,962,25,9,0,8,16,76,8,37,22,45,175,118,80,106,116,121,08067970900,CO,8,11932,21.44552463962454,0.0006704659738518271,1,0,0,08067970900,0,CO,1,0,0,0
08067971000,CO,2,1,0,08,067,08067971000,3297,34.45,35,34.4,3297,2710,19,214,45,0,216,93,28,65,1694,113,322,612,263,142,66,73,17,8,37,41,0,805,16,0,24,0,9,15,7,21,44,73,120,142,84,71,76,103,08067971000,CO,3,11219,16.053391567875924,0.0002674035118994563,2,1,0,08067971000,0,CO,2,1,0,0
08067971100,CO,13,1,1,08,067,08067971100,4214,33.5,31.233334,37.9,4214,3599,2,339,0,0,145,129,0,129,2363,147,545,689,542,100,89,84,0,0,116,51,0,675,19,0,0,0,81,0,41,39,19,39,71,76,43,44,90,113,08067971100,CO,70,64225,25.536099649669133,0.0010899182561307902,13,1,1,08067971100,1,CO,13,1,1,1
08069000100,CO,13,0,0,08,069,08069000100,2843,27.55,28.4,27.2,2843,2610,45,47,51,0,35,55,0,55,1683,125,352,337,348,190,82,99,12,24,61,39,14,396,0,0,0,32,23,27,10,13,0,37,38,56,64,47,28,21,08069000100,CO,49,52276,21.0387367051802,0.0009373326191751473,13,0,0,08069000100,0,CO,13,0,0,0
08069000202,CO,1,0,0,08,069,08069000202,2435,33.75,34.85,31.45,2435,2189,0,26,34,0,131,55,36,19,1485,68,313,227,271,155,25,187,43,17,42,105,32,527,44,0,0,8,9,18,0,5,0,30,75,58,95,57,61,67,08069000202,CO,2,2877,14.773027459158847,0.0006951685783802572,1,0,0,08069000202,0,CO,1,0,0,0
08069000402,CO,1,0,0,08,069,08069000402,2528,28.9,28.5,27.9,2528,2236,24,9,0,0,18,241,61,180,1710,66,281,282,373,180,197,179,18,11,36,78,9,523,12,0,11,25,10,29,18,65,0,20,40,9,130,28,22,104,08069000402,CO,2,3046,59.36112934996717,0.0006565988181221273,1,0,0,08069000402,0,CO,1,0,0,0
08069000503,CO,3,0,1,08,069,08069000503,6379,23.466667,25.433332,22.233334,6379,5105,247,105,375,10,56,481,0,481,3291,75,540,845,579,538,172,220,12,138,78,94,0,649,21,60,0,36,100,58,38,27,35,13,35,97,44,14,21,50,08069000503,CO,2,4195,31.070083432657928,0.0004767580452920143,3,0,1,08069000503,0,CO,3,0,1,0
08069000504,CO,12,1,0,08,069,08069000504,2996,23.3,23.05,23.75,2996,2691,21,27,120,0,24,113,47,66,1902,33,333,526,297,257,235,78,0,30,16,73,24,344,8,20,0,11,70,0,11,15,14,7,14,47,55,45,18,9,08069000504,CO,2,7195,24.542599027102153,0.0002779708130646282,12,1,0,08069000504,0,CO,12,1,0,0
08069000505,CO,1,0,0,08,069,08069000505,3768,23.75,23.7,24.3,3768,3087,242,28,200,0,18,193,43,150,1932,39,269,338,364,362,73,133,28,16,232,58,20,430,12,6,16,59,0,10,33,10,21,89,30,49,36,31,21,7,08069000505,CO,1,2280,23.914912280701753,0.0004385964912280702,1,0,0,08069000505,0,CO,1,0,0,0
08069000506,CO,1,0,0,08,069,08069000506,3243,25.55,24.75,27.05,3243,2879,34,0,26,0,168,136,43,93,1915,88,294,473,474,240,115,82,20,57,32,11,29,568,23,6,21,57,20,24,32,38,53,8,60,91,51,35,49,0,08069000506,CO,1,2988,68.2429718875502,0.00033467202141900936,1,0,0,08069000506,1,CO,1,0,0,1
08069000600,CO,1,1,0,08,069,08069000600,6523,19.333334,19.533333,19.166666,6523,5532,156,0,511,59,57,208,0,208,1962,184,322,440,468,183,80,82,9,38,59,50,47,82,11,0,0,0,16,0,13,4,0,23,15,0,0,0,0,0,08069000600,CO,3,5239,125.99064707005154,0.0005726283641916397,1,1,0,08069000600,0,CO,1,1,0,0
08069000700,CO,1,0,0,08,069,08069000700,2805,27.55,28.3,26.3,2805,2573,0,3,73,0,9,147,13,134,1515,32,391,280,343,187,82,34,18,43,60,9,36,493,11,0,3,9,28,0,73,8,9,44,69,53,41,37,42,66,null,null,null,null,null,null,null,null,null,08069000700,0,CO,1,0,0,0
08069000801,CO,5,0,0,08,069,08069000801,1576,40,40,40,1576,1522,2,15,12,4,14,7,0,7,824,50,165,187,107,98,15,36,5,34,48,55,24,318,11,0,6,0,8,13,0,13,16,32,24,91,8,30,12,54,08069000801,CO,6,8138,20.048660604571147,0.0007372818874416319,5,0,0,08069000801,0,CO,5,0,0,0
08069000802,CO,1,0,0,08,069,08069000802,1305,33.2,30,40,1305,1162,1,35,28,0,60,19,7,12,698,0,94,239,112,52,50,42,25,34,20,30,0,248,0,18,4,4,5,19,8,6,0,48,19,31,23,24,0,39,08069000802,CO,47,9317,23.156488139959215,0.005044542234624879,1,0,0,08069000802,0,CO,1,0,0,0
08069000901,CO,3,0,1,08,069,08069000901,6051,31.366667,32.666668,28.7,6051,5570,66,16,65,0,142,192,53,139,3244,50,395,846,493,432,50,361,0,108,255,226,28,1251,19,41,0,49,23,18,106,87,42,87,111,110,230,36,175,117,08069000901,CO,10,20296,22.606178557351203,0.0004927079227433977,3,0,1,08069000901,0,CO,3,0,1,0
08069000902,CO,1,0,0,08,069,08069000902,3895,33.866665,32.666668,36.166668,3895,3456,18,25,133,0,70,193,56,137,2009,89,402,688,274,204,98,89,15,52,56,23,19,841,39,13,18,54,31,28,51,16,0,57,74,95,93,98,93,81,08069000902,CO,10,8488,20.612983034872762,0.00117813383600377,1,0,0,08069000902,1,CO,1,0,0,1
08069001003,CO,4,0,0,08,069,08069001003,5421,30.68,32.98,28.48,5421,4639,135,35,125,0,191,296,124,172,3185,131,285,794,648,452,87,344,21,64,217,10,132,1098,0,0,0,54,99,11,24,33,9,155,181,120,96,52,242,22,08069001003,CO,22,28799,35.54651203166777,0.0007639154137296434,4,0,0,08069001003,0,CO,4,0,0,0
08069001007,CO,12,1,1,08,069,08069001007,3553,43.3,41.133335,45.433334,3553,3183,5,17,109,0,66,173,0,173,2007,51,344,342,363,316,74,190,10,71,168,62,16,882,0,0,36,33,10,55,0,50,74,79,52,141,82,90,94,86,08069001007,CO,27,31990,57.8980306345733,0.0008440137542982182,12,1,1,08069001007,2,CO,12,1,1,2
08069001008,CO,2,0,0,08,069,08069001008,1974,37.1,37.05,38.45,1974,1796,8,9,42,3,5,111,6,105,1107,51,191,209,222,127,44,87,38,25,64,38,11,472,4,6,19,19,0,6,4,0,13,24,34,62,74,57,104,46,08069001008,CO,1,5193,32.5894473329482,0.00019256691700365877,2,0,0,08069001008,0,CO,2,0,0,0
08069001009,CO,9,1,0,08,069,08069001009,6381,39.3,38.92,43.64,6381,5555,27,191,139,0,199,270,16,254,2720,36,312,644,497,606,97,188,39,103,33,93,72,1607,32,0,0,14,34,28,35,59,13,39,132,414,234,167,96,310,08069001009,CO,22,24025,36.57211238293444,0.0009157127991675339,9,1,0,08069001009,2,CO,9,1,0,2
08069001010,CO,1,0,0,08,069,08069001010,2898,53.4,51.2,57.9,2898,2624,16,53,72,4,24,105,39,66,856,100,123,156,195,135,12,44,18,18,23,26,6,742,43,13,0,0,0,7,12,9,7,22,50,44,71,103,141,220,08069001010,CO,16,9386,17.55668016194332,0.0017046665246111229,1,0,0,08069001010,0,CO,1,0,0,0
08069001104,CO,2,1,0,08,069,08069001104,6099,28.32,28.94,29.8,6099,5695,0,109,75,22,53,145,0,145,3397,72,176,813,971,470,116,393,27,83,97,133,46,1268,40,7,54,22,47,16,171,25,17,72,201,226,145,104,79,42,08069001104,CO,2,4212,30.14316239316239,0.0004748338081671415,2,1,0,08069001104,0,CO,2,1,0,0
08069001110,CO,6,1,0,08,069,08069001110,5589,27.3,27.4,26.733334,5589,4923,229,124,276,0,0,37,0,37,3163,52,433,651,594,580,187,267,42,83,196,58,20,1020,0,15,0,183,0,36,34,13,34,93,55,98,78,203,78,100,08069001110,CO,7,9130,23.143921139101863,0.0007667031763417306,6,1,0,08069001110,1,CO,6,1,0,1
08069001304,CO,1,0,1,08,069,08069001304,2846,35.65,38.8,32.75,2846,2372,0,0,20,0,375,79,0,79,1092,119,6,196,130,178,5,281,0,12,123,35,7,685,45,0,10,93,20,140,0,77,32,39,79,104,24,22,0,0,08069001304,CO,4,6523,13.506208799632072,0.0006132147784761613,1,0,1,08069001304,0,CO,1,0,1,0
08069001305,CO,4,1,0,08,069,08069001305,2943,27.3,32,21.9,2943,2569,109,37,77,0,18,133,0,133,1354,36,184,265,266,218,151,112,13,33,40,19,17,593,47,35,21,13,39,37,13,15,23,48,23,102,73,34,44,26,08069001305,CO,2,9635,34.382148417228855,0.0002075765438505449,4,1,0,08069001305,0,CO,4,1,0,0
08069001306,CO,7,0,0,08,069,08069001306,3038,26.9,26.1,28.3,3038,2476,28,0,54,0,345,135,8,127,1625,35,160,303,430,166,83,187,0,96,86,60,19,726,25,9,19,59,55,19,64,26,86,109,55,117,33,19,28,3,08069001306,CO,34,26664,26.275202520252027,0.001275127512751275,7,0,0,08069001306,1,CO,7,0,0,1
08069001601,CO,2,1,0,08,069,08069001601,1581,41.15,41.95,40.3,1581,1519,0,5,7,0,17,33,0,33,960,5,147,181,259,101,93,48,12,11,62,30,11,405,0,6,0,6,33,11,19,4,16,45,68,64,35,40,37,21,08069001601,CO,33,11808,18.64032859078591,0.0027947154471544716,2,1,0,08069001601,1,CO,2,1,0,1
08069001602,CO,4,1,1,08,069,08069001602,5632,32.7,31.5,35.6,5632,4915,208,11,200,0,27,271,42,229,2926,53,373,566,742,438,132,117,8,35,340,93,29,1521,60,0,19,17,45,14,48,80,0,21,168,149,133,236,360,171,08069001602,CO,2,8083,52.68143016206854,0.00024743288383026105,4,1,1,08069001602,1,CO,4,1,1,1
08069001603,CO,9,0,0,08,069,08069001603,5681,36.466667,32.833332,40.1,5681,4886,30,117,107,0,154,387,64,323,2777,64,410,654,575,367,140,178,31,74,110,152,22,1432,21,9,0,81,86,57,46,7,95,73,157,263,136,91,249,61,08069001603,CO,26,22258,44.9589361128583,0.0011681193278821097,9,0,0,08069001603,1,CO,9,0,0,1
08069001605,CO,3,0,0,08,069,08069001605,6220,31.3,31.1,31.6,6220,5522,131,37,238,7,69,216,43,173,2490,57,446,534,426,243,192,167,44,85,177,100,19,1109,47,23,0,9,32,0,47,0,45,25,88,116,145,92,321,119,08069001605,CO,12,13589,29.19081610125837,0.000883067186695121,3,0,0,08069001605,0,CO,3,0,0,0
08069001606,CO,3,0,0,08,069,08069001606,3645,29,29.4,28.9,3645,3288,78,20,220,0,23,16,0,16,1937,134,221,307,632,327,74,51,13,20,75,65,18,862,23,0,0,20,9,38,23,32,0,0,182,189,49,81,54,162,08069001606,CO,6,4310,37.98120649651972,0.0013921113689095127,3,0,0,08069001606,0,CO,3,0,0,0
08069001607,CO,2,1,0,08,069,08069001607,3892,39.7,36.3,41.2,3892,3447,27,8,174,0,41,195,41,154,1943,28,370,319,285,354,106,196,81,18,127,51,8,1084,0,12,0,0,0,7,26,74,30,80,68,157,211,166,151,102,08069001607,CO,14,6227,42.437610406295164,0.0022482736470210373,2,1,0,08069001607,0,CO,2,1,0,0
08069001704,CO,10,0,0,08,069,08069001704,9989,33.9,33.1,35.966667,9989,9408,53,127,69,0,196,136,0,136,5026,87,613,875,701,983,163,648,113,170,407,153,113,2530,0,127,56,102,36,40,120,156,149,121,279,432,283,178,351,100,08069001704,CO,28,27296,39.906396541617816,0.0010257913247362252,10,0,0,08069001704,0,CO,10,0,0,0
08069001706,CO,9,2,0,08,069,08069001706,7216,38.92,31.54,44.86,7216,6790,1,46,0,0,18,361,93,268,3353,151,515,661,328,723,245,393,50,0,163,66,58,1938,0,62,59,23,0,110,82,23,23,62,241,506,190,220,221,116,08069001706,CO,29,22369,21.436005185748133,0.0012964370333944297,9,2,0,08069001706,1,CO,9,2,0,1
08069001707,CO,5,0,1,08,069,08069001707,5964,38.2,37.966667,36.9,5964,5567,4,105,35,0,65,188,0,188,2677,28,251,203,318,708,129,390,20,70,322,202,36,1463,101,10,112,0,29,19,58,95,97,159,63,226,281,107,86,20,08069001707,CO,19,16409,25.042598573953317,0.0011579011518069353,5,0,1,08069001707,0,CO,5,0,1,0
08069001709,CO,26,2,1,08,069,08069001709,17875,44.65,43.8,45.175,17875,16476,130,74,616,0,318,261,0,261,7875,29,611,529,1118,1497,732,1442,126,314,567,879,31,4660,54,67,0,203,61,56,166,22,66,170,518,749,410,491,654,973,08069001709,CO,73,65762,50.757002524254126,0.0011100635625437183,26,2,1,08069001709,2,CO,26,2,1,2
08069001804,CO,7,0,0,08,069,08069001804,4018,40.75,39.525,42,4018,3808,0,0,114,8,24,64,0,64,1988,106,198,341,256,332,57,216,49,35,202,108,88,1156,22,0,13,24,93,76,0,29,117,136,189,179,80,90,61,47,08069001804,CO,15,14584,29.617594624245747,0.0010285244103126715,7,0,0,08069001804,0,CO,7,0,0,0
08069001806,CO,1,0,0,08,069,08069001806,7824,48.1,44.7,55.433334,7824,7457,22,16,43,12,149,125,19,106,3361,172,209,477,538,541,397,381,156,67,90,275,58,2223,29,43,0,22,60,103,54,23,80,103,342,315,419,243,247,140,08069001806,CO,5,5652,22.9723991507431,0.0008846426043878273,1,0,0,08069001806,0,CO,1,0,0,0
08069001807,CO,1,0,0,08,069,08069001807,6186,46.75,48.35,46.675,6186,5715,0,19,77,0,171,204,17,187,2802,0,232,654,424,393,199,386,0,95,247,108,64,1669,16,0,0,0,32,39,95,75,21,231,187,256,310,115,150,142,08069001807,CO,1,5496,19.395742358078603,0.0001819505094614265,1,0,0,08069001807,0,CO,1,0,0,0
08069001809,CO,2,1,0,08,069,08069001809,11434,47.5,46.566666,48.366665,11434,10697,104,43,245,0,30,315,0,315,4835,24,172,926,909,1093,366,457,83,74,194,366,171,3252,19,50,0,34,70,70,136,54,64,147,319,745,441,461,479,163,08069001809,CO,5,12247,27.891565281293378,0.0004082632481424022,2,1,0,08069001809,0,CO,2,1,0,0
08069001901,CO,2,0,0,08,069,08069001901,4437,38.666668,37.366665,41.366665,4437,4035,92,13,27,0,25,245,0,245,2024,63,292,264,264,199,98,426,69,81,140,86,42,1127,22,5,46,41,86,48,31,87,72,134,186,114,108,61,62,24,08069001901,CO,13,11028,17.64435981138919,0.0011788175553137468,2,0,0,08069001901,0,CO,2,0,0,0
08069001902,CO,6,1,1,08,069,08069001902,4455,47.6,41.675,51.325,4455,4259,0,10,35,5,39,107,45,62,2026,93,178,272,200,367,110,382,58,147,84,99,36,1238,30,0,0,20,49,0,152,61,93,82,170,321,93,50,67,50,08069001902,CO,10,12074,26.929021036938877,0.000828225940036442,6,1,1,08069001902,0,CO,6,1,1,0
08069002005,CO,6,1,0,08,069,08069002005,5523,35.6,34.85,36.1,5523,5068,18,0,43,0,129,265,112,153,2852,0,207,289,504,428,148,495,30,189,370,135,57,1435,0,0,11,38,11,46,134,72,154,112,245,317,136,57,80,22,08069002005,CO,2,7862,47.884762147036376,0.0002543881963876876,6,1,0,08069002005,1,CO,6,1,0,1
